customerid;DOB;gender;address;job
0001012488;24/07/2000;Nữ;Dương Làng/Quận 1/TP.HCM;worker
0001012536;23/12/2000;Nữ;Nguyễn Ngõ/Quận 3/TP.HCM;worker
0001012550;04/02/1999;Nữ;Jane Dãy/Quận 1/TP.HCM;worker
0001012706;30/09/1994;Nữ;Nguyễn Dãy/Quận 3/TP.HCM;worker
0001012711;06/02/1990;Nữ;Dương Làng/Quận 1/TP.HCM;worker
0001012737;26/07/1997;Nam;Đặng Số/Quận 7/TP.HCM;worker
0001012764;17/03/1998;Nữ;Nguyễn Dãy/Quận Gò Vấp/TP.HCM;worker
0001012808;15/08/2002;Nam;John Ngõ/Quận 3/TP.HCM;student
0001012809;08/12/2002;Nam;Jane Ngõ/Quận 7/TP.HCM;student
0001012827;30/09/1995;Nam;Nguyễn Dãy/Quận Bình Thạnh/TP.HCM;worker
0001012871;19/06/2002;Nữ;John Dãy/Quận 1/TP.HCM;student
0001012893;20/05/2003;Nữ;Jane Làng/Quận Bình Thạnh/TP.HCM;student
0001012937;02/12/2002;Nữ;Dương Khu/Quận 7/TP.HCM;student
0001012938;16/01/1998;Nam;Jane Đường/Quận 1/TP.HCM;worker
0001012964;06/07/1999;Nữ;Vũ Làng/Quận Bình Thạnh/TP.HCM;worker
0001012974;25/06/2007;Nam;Phạm Dãy/Quận Gò Vấp/TP.HCM;student
0001012989;24/07/2002;Nam;Phạm Làng/Quận 3/TP.HCM;student
0001013003;16/03/1998;Nữ;Hoàng Số/Quận 7/TP.HCM;worker
0001013017;12/09/1993;Nữ;John Làng/Quận Gò Vấp/TP.HCM;worker
0001013022;26/03/1997;Nữ;Trần Số/Quận 3/TP.HCM;worker
0001013037;28/12/2001;Nữ;John Làng/Quận 3/TP.HCM;student
0001013038;28/04/1999;Nam;Nguyễn Số/Quận 1/TP.HCM;worker
0001013041;24/12/1999;Nam;Phạm Ngõ/Quận Gò Vấp/TP.HCM;worker
0001013052;26/10/1994;Nữ;Jane Khu/Quận Bình Thạnh/TP.HCM;worker
0001013068;29/10/1996;Nữ;Bùi Dãy/Quận 1/TP.HCM;worker
0001013076;02/10/1997;Nữ;Lê Số/Quận 1/TP.HCM;worker
0001013079;22/06/1990;Nữ;John Khu/Quận Bình Thạnh/TP.HCM;worker
0001013083;04/12/1994;Nam;John Dãy/Quận 7/TP.HCM;worker
0001013095;20/06/1997;Nữ;Lê Hẻm/Quận 1/TP.HCM;worker
0001013107;05/05/1999;Nữ;Nguyễn Số/Quận 7/TP.HCM;worker
0001013133;13/01/1992;Nam;John Ngõ/Quận 7/TP.HCM;worker
0001013135;20/11/2002;Nữ;Trần Tổ/Quận 1/TP.HCM;student
0001013168;09/08/1996;Nữ;Trần Số/Quận Gò Vấp/TP.HCM;worker
0001013170;03/04/1992;Nữ;Vũ Dãy/Quận Gò Vấp/TP.HCM;worker
0001013183;01/10/1991;Nam;Jane Đường/Quận 7/TP.HCM;worker
0001013194;23/09/1982;Nữ;Dương Tổ/Quận Gò Vấp/TP.HCM;worker
0001013216;24/01/1998;Nữ;John Khu/Quận 3/TP.HCM;worker
0001013232;20/11/2001;Nữ;Bùi Làng/Quận 1/TP.HCM;student
0001013236;17/02/1999;Nam;Phạm Tổ/Quận 1/TP.HCM;worker
0001013237;27/02/1999;Nữ;John Số/Quận 1/TP.HCM;worker
0001013279;06/01/1995;Nam;Vũ Hẻm/Quận 3/TP.HCM;worker
0001013319;04/11/1990;Nữ;Jane Đường/Quận 3/TP.HCM;worker
0001013322;22/08/1992;Nam;Hoàng Dãy/Quận 3/TP.HCM;worker
0001013385;27/08/1997;Nam;Mai Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001013434;28/07/1999;Nam;John Đường/Quận 7/TP.HCM;worker
0001013449;13/01/1997;Nam;Dương Đường/Quận Bình Thạnh/TP.HCM;worker
0001013484;25/10/1994;Nữ;John Đường/Quận 3/TP.HCM;worker
0001013513;19/07/2003;Nam;Đặng Số/Quận Bình Thạnh/TP.HCM;student
0001013523;14/01/1993;Nam;Vũ Đường/Quận 1/TP.HCM;worker
0001013532;16/09/1993;Nữ;Phạm Khu/Quận 3/TP.HCM;worker
0001013535;22/01/1991;Nam;Phạm Hẻm/Quận 3/TP.HCM;worker
0001013549;;Nam;John Ngõ/Quận 1/TP.HCM;worker
0001013563;28/04/1997;Nữ;Trần Ngõ/Quận Gò Vấp/TP.HCM;worker
0001013567;12/08/1999;Nữ;Mai Đường/Quận Bình Thạnh/TP.HCM;worker
0001013579;06/02/2001;Nam;John Đường/Quận 1/TP.HCM;student
0001013610;16/01/1994;Nữ;Jane Tổ/Quận Gò Vấp/TP.HCM;worker
0001013615;31/10/1999;Nữ;Bùi Số/Quận 3/TP.HCM;worker
0001013633;10/11/1999;Nam;Jane Đường/Quận 3/TP.HCM;worker
0001013638;03/02/1997;Nữ;Phạm Dãy/Quận 3/TP.HCM;worker
0001013654;23/11/1995;Nữ;Vũ Hẻm/Quận Gò Vấp/TP.HCM;worker
0001013657;10/09/1999;Nữ;John Đường/Quận 1/TP.HCM;worker
0001013671;20/06/1989;Nữ;Jane Khu/Quận Gò Vấp/TP.HCM;worker
0001013699;03/01/1997;Nam;Jane Khu/Quận 3/TP.HCM;worker
0001013701;14/10/1998;Nữ;John Ngõ/Quận 7/TP.HCM;worker
0001013721;27/09/1996;Nam;John Hẻm/Quận 1/TP.HCM;worker
0001013731;15/02/1992;Nữ;John Làng/Quận 7/TP.HCM;worker
0001013789;22/05/1987;Nam;John Đường/Quận Bình Thạnh/TP.HCM;worker
0001013808;14/06/2002;Nữ;Jane Ngõ/Quận 7/TP.HCM;student
0001013822;31/08/1993;Nữ;Đặng Khu/Quận Bình Thạnh/TP.HCM;worker
0001013832;03/09/1994;Nữ;Mai Dãy/Quận 7/TP.HCM;worker
0001013843;22/04/1997;Nam;Lê Tổ/Quận 7/TP.HCM;worker
0001013849;19/09/1996;Nữ;Đặng Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001013852;14/03/1993;Nam;Phạm Dãy/Quận 3/TP.HCM;worker
0001013855;21/04/1985;Nam;John Số/Quận 1/TP.HCM;worker
0001013859;01/10/1994;Nữ;John Số/Quận 1/TP.HCM;worker
0001013871;23/11/2016;Nam;Hoàng Đường/Quận Gò Vấp/TP.HCM;teenager
0001013882;28/07/2002;Nam;Jane Khu/Quận Bình Thạnh/TP.HCM;student
0001013906;18/08/1995;Nữ;John Dãy/Quận Bình Thạnh/TP.HCM;worker
0001013924;23/08/1990;Nữ;John Làng/Quận 1/TP.HCM;worker
0001013936;26/09/1989;Nữ;John Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001013995;22/02/1999;Nam;John Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001014000;02/01/1995;Nữ;Dương Tổ/Quận 3/TP.HCM;worker
0001014008;05/12/1996;Nam;Lê Số/Quận Bình Thạnh/TP.HCM;worker
0001014023;05/11/1993;Nữ;Đặng Hẻm/Quận Gò Vấp/TP.HCM;worker
0001014029;20/08/1996;Nữ;Jane Hẻm/Quận 7/TP.HCM;worker
0001014062;24/05/1997;Nam;Dương Làng/Quận Gò Vấp/TP.HCM;worker
0001014101;05/04/1995;Nữ;Jane Làng/Quận Bình Thạnh/TP.HCM;worker
0001014114;14/09/1993;Nam;Dương Hẻm/Quận 1/TP.HCM;worker
0001014144;08/11/1988;Nam;Trần Dãy/Quận 3/TP.HCM;worker
0001014157;03/06/1997;Nữ;Mai Ngõ/Quận 1/TP.HCM;worker
0001014180;01/12/2003;Nữ;Hoàng Khu/Quận Gò Vấp/TP.HCM;student
0001014181;03/01/2003;Nữ;Jane Tổ/Quận 7/TP.HCM;student
0001015202;10/12/1988;Nam;John Làng/Quận 1/TP.HCM;worker
0001015223;13/11/1999;Nữ;John Khu/Quận Bình Thạnh/TP.HCM;worker
0001015232;28/04/1989;Nữ;Hoàng Số/Quận 3/TP.HCM;worker
0001015240;23/03/1991;Nữ;Jane Hẻm/Quận 7/TP.HCM;worker
0001015248;07/07/1999;Nữ;Vũ Dãy/Quận Gò Vấp/TP.HCM;worker
0001015254;20/04/1996;Nữ;Vũ Đường/Quận 3/TP.HCM;worker
0001015264;13/08/1998;Nữ;Hoàng Khu/Quận 3/TP.HCM;worker
0001015313;09/07/1980;Nữ;Jane Đường/Quận Bình Thạnh/TP.HCM;worker
0001015337;12/04/2002;Nữ;John Số/Quận 1/TP.HCM;student
0001015346;31/08/1992;Nữ;John Làng/Quận 1/TP.HCM;worker
0001015349;19/03/1994;Nữ;John Dãy/Quận 7/TP.HCM;worker
0001015377;15/01/1993;Nữ;Vũ Làng/Quận 7/TP.HCM;worker
0001015394;25/09/2000;Nữ;Lê Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001015423;01/02/1982;Nữ;John Đường/Quận 7/TP.HCM;worker
0001015424;03/09/1996;Nam;Mai Đường/Quận 7/TP.HCM;worker
0001015425;03/03/1997;Nam;John Khu/Quận 1/TP.HCM;worker
0001015428;18/11/1996;Nữ;John Tổ/Quận Bình Thạnh/TP.HCM;worker
0001015456;15/07/1994;Nữ;John Ngõ/Quận Gò Vấp/TP.HCM;worker
0001015472;01/02/1994;Nam;Bùi Dãy/Quận Gò Vấp/TP.HCM;worker
0001015483;24/05/1998;Nữ;Lê Đường/Quận Bình Thạnh/TP.HCM;worker
0001015489;05/02/1981;Nữ;John Làng/Quận Gò Vấp/TP.HCM;worker
0001015502;08/02/1998;Nam;Trần Ngõ/Quận 7/TP.HCM;worker
0001015516;30/09/2002;Nữ;Jane Làng/Quận 3/TP.HCM;student
0001015532;17/10/1993;Nữ;Lê Tổ/Quận 1/TP.HCM;worker
0001015550;05/05/1997;Nữ;Đặng Tổ/Quận 7/TP.HCM;worker
0001015554;05/01/1994;Nam;Jane Dãy/Quận Bình Thạnh/TP.HCM;worker
0001015601;14/02/2002;Nữ;Bùi Số/Quận 7/TP.HCM;student
0001015621;11/02/1993;Nữ;John Làng/Quận 1/TP.HCM;worker
0001015623;15/11/1998;Nữ;Jane Khu/Quận Gò Vấp/TP.HCM;worker
0001015629;16/08/1991;Nữ;John Đường/Quận 1/TP.HCM;worker
0001015696;10/12/2000;Nữ;Lê Dãy/Quận 3/TP.HCM;worker
0001015712;04/12/2001;Nam;John Số/Quận Gò Vấp/TP.HCM;student
0001015741;21/06/1999;Nữ;John Dãy/Quận 1/TP.HCM;worker
0001015747;05/05/1999;Nam;John Số/Quận 7/TP.HCM;worker
0001015763;08/03/2000;Nữ;Lê Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001015797;18/07/1999;Nam;Dương Tổ/Quận Gò Vấp/TP.HCM;worker
0001015807;09/02/1996;Nam;Phạm Đường/Quận 7/TP.HCM;worker
0001015849;05/12/2000;Nam;Bùi Đường/Quận 1/TP.HCM;worker
0001015863;25/12/2003;Nữ;Jane Làng/Quận 3/TP.HCM;student
0001015904;09/02/1996;Nam;John Làng/Quận 3/TP.HCM;worker
0001015912;08/06/1997;Nam;Hoàng Làng/Quận Gò Vấp/TP.HCM;worker
0001015931;10/01/1995;Nữ;Đặng Đường/Quận Bình Thạnh/TP.HCM;worker
0001015942;11/12/1991;Nữ;Jane Tổ/Quận 7/TP.HCM;worker
0001015944;17/12/2000;Nữ;Jane Khu/Quận 3/TP.HCM;worker
0001015992;03/12/1997;Nam;John Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001016104;10/02/1989;Nữ;Jane Đường/Quận 1/TP.HCM;worker
0001016116;17/12/2001;Nam;John Dãy/Quận 1/TP.HCM;student
0001016132;09/02/1997;Nam;Trần Làng/Quận 7/TP.HCM;worker
0001016190;27/12/2006;Nữ;Jane Dãy/Quận Bình Thạnh/TP.HCM;student
0001016196;26/10/2002;Nam;Phạm Khu/Quận 3/TP.HCM;student
0001016211;17/03/1994;Nam;Jane Hẻm/Quận 1/TP.HCM;worker
0001016255;22/01/2001;Nữ;Trần Đường/Quận Gò Vấp/TP.HCM;student
0001016266;31/07/1999;Nữ;Hoàng Làng/Quận 7/TP.HCM;worker
0001016276;05/07/1995;Nam;Nguyễn Dãy/Quận Bình Thạnh/TP.HCM;worker
0001016280;01/03/2000;Nữ;Nguyễn Hẻm/Quận 1/TP.HCM;worker
0001016305;27/01/2003;Nữ;Trần Ngõ/Quận Gò Vấp/TP.HCM;student
0001016359;03/05/1993;Nam;Jane Khu/Quận 1/TP.HCM;worker
0001016383;24/02/1997;Nữ;Jane Dãy/Quận Bình Thạnh/TP.HCM;worker
0001016389;03/01/1994;Nam;Dương Tổ/Quận Bình Thạnh/TP.HCM;worker
0001016403;13/12/2000;Nam;Bùi Dãy/Quận Gò Vấp/TP.HCM;worker
0001016412;22/07/1993;Nam;Jane Làng/Quận Gò Vấp/TP.HCM;worker
0001016456;31/03/2001;Nam;John Khu/Quận 7/TP.HCM;student
0001016508;29/03/2002;Nam;John Làng/Quận 3/TP.HCM;student
0001016512;12/03/2006;Nữ;Phạm Ngõ/Quận Bình Thạnh/TP.HCM;student
0001016517;03/01/2005;Nữ;Phạm Ngõ/Quận 3/TP.HCM;student
0001016521;12/08/1991;Nam;Lê Đường/Quận 3/TP.HCM;worker
0001016619;22/05/2000;Nữ;Hoàng Dãy/Quận Gò Vấp/TP.HCM;worker
0001016652;04/03/1996;Nam;John Dãy/Quận 7/TP.HCM;worker
0001016674;13/07/1997;Nam;John Đường/Quận 3/TP.HCM;worker
0001022714;23/11/2001;Nữ;Jane Số/Quận Gò Vấp/TP.HCM;student
0001022729;03/06/2000;Nữ;Jane Số/Quận 1/TP.HCM;worker
0001022733;30/07/1997;Nam;John Tổ/Quận Bình Thạnh/TP.HCM;worker
0001022742;17/07/1985;Nam;Dương Đường/Quận Bình Thạnh/TP.HCM;worker
0001022747;12/06/1993;Nam;Dương Tổ/Quận 3/TP.HCM;worker
0001022790;26/06/1992;Nữ;Jane Đường/Quận Gò Vấp/TP.HCM;worker
0001022818;10/06/1995;Nữ;Nguyễn Khu/Quận 1/TP.HCM;worker
0001022856;30/11/1993;Nữ;Nguyễn Ngõ/Quận Gò Vấp/TP.HCM;worker
0001022890;09/01/1975;Nam;Jane Số/Quận Bình Thạnh/TP.HCM;worker
0001022914;09/03/1993;Nữ;John Số/Quận Bình Thạnh/TP.HCM;worker
0001022927;21/02/1996;Nam;Dương Khu/Quận Bình Thạnh/TP.HCM;worker
0001022971;27/06/1996;Nam;Jane Số/Quận Bình Thạnh/TP.HCM;worker
0001022988;28/11/1996;Nữ;Trần Tổ/Quận Bình Thạnh/TP.HCM;worker
0001022992;20/02/1996;Nữ;John Tổ/Quận 3/TP.HCM;worker
0001023001;11/11/1995;Nam;John Khu/Quận 7/TP.HCM;worker
0001023024;13/03/1992;Nữ;Hoàng Khu/Quận Gò Vấp/TP.HCM;worker
0001023031;10/09/1997;Nữ;John Đường/Quận 3/TP.HCM;worker
0001023070;08/12/1996;Nam;Jane Tổ/Quận Gò Vấp/TP.HCM;worker
0001023090;12/07/1994;Nữ;Dương Dãy/Quận 3/TP.HCM;worker
0001023108;16/04/1994;Nữ;John Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001023125;21/06/2003;Nam;Mai Khu/Quận Bình Thạnh/TP.HCM;student
0001023169;14/05/1998;Nữ;John Đường/Quận Bình Thạnh/TP.HCM;worker
0001023176;17/08/2002;Nữ;Đặng Khu/Quận Bình Thạnh/TP.HCM;student
0001023247;28/01/1997;Nữ;Vũ Làng/Quận 1/TP.HCM;worker
0001023251;28/11/1994;Nữ;Jane Làng/Quận Gò Vấp/TP.HCM;worker
0001023253;04/05/1992;Nam;Lê Số/Quận Bình Thạnh/TP.HCM;worker
0001023259;23/11/1995;Nam;Dương Khu/Quận 3/TP.HCM;worker
0001023267;25/02/1991;Nữ;Phạm Dãy/Quận 3/TP.HCM;worker
0001023278;22/08/1995;Nam;Jane Dãy/Quận Gò Vấp/TP.HCM;worker
0001023282;22/01/1992;Nữ;Jane Hẻm/Quận 1/TP.HCM;worker
0001023290;04/03/2004;Nam;Jane Số/Quận 1/TP.HCM;student
0001023291;11/04/1995;Nam;John Dãy/Quận 3/TP.HCM;worker
0001023311;16/11/1965;Nam;Mai Dãy/Quận Bình Thạnh/TP.HCM;worker
0001023317;15/02/1998;Nữ;Phạm Hẻm/Quận 3/TP.HCM;worker
0001023343;12/12/1995;Nam;Vũ Đường/Quận 7/TP.HCM;worker
0001023344;05/06/2000;Nữ;John Tổ/Quận Bình Thạnh/TP.HCM;worker
0001023364;19/07/1980;Nữ;Vũ Ngõ/Quận 7/TP.HCM;worker
0001023370;03/10/1999;Nữ;Hoàng Khu/Quận 1/TP.HCM;worker
0001023396;18/12/2001;Nữ;Trần Dãy/Quận 7/TP.HCM;student
0001023399;14/02/2002;Nữ;Mai Dãy/Quận Gò Vấp/TP.HCM;student
0001023407;27/10/2001;Nam;John Ngõ/Quận Gò Vấp/TP.HCM;student
0001023409;09/04/1996;Nữ;Lê Khu/Quận 1/TP.HCM;worker
0001023411;22/10/1984;Nam;Lê Dãy/Quận Gò Vấp/TP.HCM;worker
0001023433;25/10/1994;Nữ;Jane Đường/Quận 3/TP.HCM;worker
0001023450;29/03/1999;Nam;John Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001023452;25/07/1997;Nam;Phạm Ngõ/Quận 3/TP.HCM;worker
0001023459;09/09/2000;Nam;Nguyễn Số/Quận Gò Vấp/TP.HCM;worker
0001023463;17/07/2000;Nữ;John Khu/Quận Bình Thạnh/TP.HCM;worker
0001023465;04/08/2001;Nữ;Trần Làng/Quận Gò Vấp/TP.HCM;student
0001023469;08/05/2000;Nữ;Phạm Dãy/Quận Bình Thạnh/TP.HCM;worker
0001023472;28/06/2000;Nam;Mai Hẻm/Quận 1/TP.HCM;worker
0001023501;07/05/2000;Nữ;Nguyễn Đường/Quận 3/TP.HCM;worker
0001023513;29/09/2000;Nữ;Lê Hẻm/Quận 1/TP.HCM;worker
0001023538;10/07/1994;Nam;Mai Dãy/Quận 3/TP.HCM;worker
0001023541;26/10/1990;Nam;Jane Làng/Quận Gò Vấp/TP.HCM;worker
0001023563;01/12/2001;Nam;Dương Hẻm/Quận 1/TP.HCM;student
0001023567;22/01/2001;Nữ;Mai Ngõ/Quận 1/TP.HCM;student
0001023573;31/03/2001;Nữ;Jane Số/Quận 7/TP.HCM;student
0001023576;04/12/1998;Nam;John Số/Quận 7/TP.HCM;worker
0001023600;04/11/1995;Nam;John Số/Quận 7/TP.HCM;worker
0001023619;29/11/1984;Nữ;Mai Tổ/Quận 7/TP.HCM;worker
0001023624;17/12/1994;Nam;Vũ Số/Quận Gò Vấp/TP.HCM;worker
0001023628;28/01/1997;Nữ;Mai Ngõ/Quận Gò Vấp/TP.HCM;worker
0001023632;13/08/1993;Nam;Vũ Hẻm/Quận Gò Vấp/TP.HCM;worker
0001023634;15/03/1996;Nữ;Đặng Dãy/Quận 3/TP.HCM;worker
0001023639;09/01/1997;Nữ;Nguyễn Đường/Quận 1/TP.HCM;worker
0001023641;04/04/1997;Nữ;John Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001023653;10/08/1991;Nữ;Vũ Số/Quận 7/TP.HCM;worker
0001023676;24/05/1997;Nam;Lê Dãy/Quận Gò Vấp/TP.HCM;worker
0001023678;12/06/1999;Nữ;John Đường/Quận Bình Thạnh/TP.HCM;worker
0001023688;10/01/2003;Nữ;Jane Hẻm/Quận 1/TP.HCM;student
0001023727;14/02/1999;Nữ;Dương Khu/Quận Bình Thạnh/TP.HCM;worker
0001023728;23/10/1990;Nam;Jane Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001023739;01/02/1996;Nữ;Jane Số/Quận Gò Vấp/TP.HCM;worker
0001023745;22/04/2016;Nam;Vũ Hẻm/Quận Gò Vấp/TP.HCM;teenager
0001023765;18/12/1995;Nữ;John Làng/Quận 7/TP.HCM;worker
0001023784;05/01/2000;Nữ;Vũ Dãy/Quận Gò Vấp/TP.HCM;worker
0001023798;15/06/2004;Nữ;Hoàng Đường/Quận Gò Vấp/TP.HCM;student
0001023800;27/02/2005;Nữ;Vũ Đường/Quận Bình Thạnh/TP.HCM;student
0001023807;21/12/1980;Nam;Bùi Số/Quận 3/TP.HCM;worker
0001023815;10/03/1980;Nữ;Jane Số/Quận Bình Thạnh/TP.HCM;worker
0001023817;19/01/1997;Nữ;Đặng Dãy/Quận Gò Vấp/TP.HCM;worker
0001023849;27/10/1993;Nam;Bùi Hẻm/Quận 1/TP.HCM;worker
0001023861;22/09/1997;Nam;Mai Số/Quận Bình Thạnh/TP.HCM;worker
0001023879;26/09/1994;Nữ;Jane Số/Quận 7/TP.HCM;worker
0001023880;09/04/1998;Nữ;Jane Ngõ/Quận 3/TP.HCM;worker
0001023891;19/04/1995;Nam;John Ngõ/Quận 3/TP.HCM;worker
0001023895;03/02/1995;Nữ;Dương Ngõ/Quận 7/TP.HCM;worker
0001023909;01/12/1992;Nam;Vũ Làng/Quận 3/TP.HCM;worker
0001023914;07/04/1996;Nữ;John Khu/Quận 1/TP.HCM;worker
0001023923;21/01/1997;Nữ;Trần Đường/Quận 1/TP.HCM;worker
0001023931;17/09/2000;Nam;Jane Khu/Quận Bình Thạnh/TP.HCM;worker
0001023940;29/06/1998;Nam;Jane Đường/Quận 3/TP.HCM;worker
0001023949;04/12/1991;Nam;Hoàng Dãy/Quận Gò Vấp/TP.HCM;worker
0001023960;01/07/1999;Nam;John Đường/Quận Gò Vấp/TP.HCM;worker
0001023964;29/01/1994;Nam;Jane Tổ/Quận Bình Thạnh/TP.HCM;worker
0001023980;05/12/1997;Nữ;Jane Số/Quận Gò Vấp/TP.HCM;worker
0001023987;28/05/1983;Nam;Phạm Đường/Quận 7/TP.HCM;worker
0001023990;21/07/1996;Nữ;Jane Đường/Quận 7/TP.HCM;worker
0001023995;30/11/1995;Nữ;Lê Dãy/Quận 1/TP.HCM;worker
0001023997;04/02/1993;Nam;Đặng Làng/Quận Bình Thạnh/TP.HCM;worker
0001024012;08/06/1999;Nam;Hoàng Khu/Quận 3/TP.HCM;worker
0001024015;07/08/1998;Nam;Phạm Hẻm/Quận 1/TP.HCM;worker
0001024023;07/09/1996;Nữ;Phạm Đường/Quận Gò Vấp/TP.HCM;worker
0001024045;23/04/1980;Nữ;Bùi Khu/Quận 1/TP.HCM;worker
0001024047;05/04/2000;Nữ;John Dãy/Quận Bình Thạnh/TP.HCM;worker
0001024050;21/05/2001;Nữ;John Số/Quận 3/TP.HCM;student
0001024089;02/07/1998;Nữ;John Số/Quận Bình Thạnh/TP.HCM;worker
0001024101;15/12/1990;Nữ;John Khu/Quận 3/TP.HCM;worker
0001024168;08/08/1997;Nữ;Phạm Dãy/Quận 7/TP.HCM;worker
0001028768;14/02/1996;Nam;Lê Đường/Quận Bình Thạnh/TP.HCM;worker
0001028786;18/04/1997;Nam;John Đường/Quận Bình Thạnh/TP.HCM;worker
0001028852;07/09/2000;Nữ;Mai Đường/Quận 3/TP.HCM;worker
0001028854;05/08/1994;Nam;Dương Đường/Quận 7/TP.HCM;worker
0001028875;28/03/1994;Nam;Jane Ngõ/Quận Gò Vấp/TP.HCM;worker
0001028895;10/07/1996;Nam;Nguyễn Dãy/Quận 1/TP.HCM;worker
0001028901;12/06/1994;Nữ;Vũ Dãy/Quận Bình Thạnh/TP.HCM;worker
0001028927;14/11/1998;Nữ;Phạm Tổ/Quận 3/TP.HCM;worker
0001028929;07/01/1995;Nữ;John Ngõ/Quận 1/TP.HCM;worker
0001028945;03/09/1991;Nữ;Trần Hẻm/Quận 1/TP.HCM;worker
0001028998;25/10/2000;Nam;Jane Dãy/Quận 7/TP.HCM;worker
0001028999;18/08/1997;Nam;John Khu/Quận 7/TP.HCM;worker
0001029022;02/09/1996;Nữ;Bùi Làng/Quận 3/TP.HCM;worker
0001029031;11/08/1996;Nam;Bùi Đường/Quận 1/TP.HCM;worker
0001029039;06/11/1998;Nam;Dương Số/Quận Gò Vấp/TP.HCM;worker
0001029069;11/05/1996;Nữ;Nguyễn Tổ/Quận 7/TP.HCM;worker
0001029076;17/02/2001;Nữ;Jane Số/Quận Bình Thạnh/TP.HCM;student
0001029077;24/05/2000;Nữ;Nguyễn Tổ/Quận 3/TP.HCM;worker
0001029078;21/08/1999;Nam;John Ngõ/Quận Gò Vấp/TP.HCM;worker
0001029083;03/01/1996;Nữ;Mai Số/Quận 3/TP.HCM;worker
0001029087;19/11/2016;Nam;Dương Hẻm/Quận 7/TP.HCM;teenager
0001029089;31/12/2000;Nữ;Mai Làng/Quận Bình Thạnh/TP.HCM;worker
0001029097;03/05/2000;Nữ;John Dãy/Quận Bình Thạnh/TP.HCM;worker
0001029098;22/11/1999;Nữ;John Hẻm/Quận Gò Vấp/TP.HCM;worker
0001029099;06/09/1986;Nữ;Nguyễn Hẻm/Quận Gò Vấp/TP.HCM;worker
0001029104;07/03/1970;Nữ;John Ngõ/Quận 1/TP.HCM;worker
0001029107;17/04/1991;Nữ;John Khu/Quận 3/TP.HCM;worker
0001029110;09/02/2002;Nam;Jane Tổ/Quận 3/TP.HCM;student
0001029132;09/09/1997;Nữ;Vũ Làng/Quận 3/TP.HCM;worker
0001029136;11/08/1997;Nam;Jane Tổ/Quận 7/TP.HCM;worker
0001029137;17/09/1997;Nam;Đặng Đường/Quận Bình Thạnh/TP.HCM;worker
0001029170;19/05/2003;Nữ;Mai Tổ/Quận 7/TP.HCM;student
0001029171;03/06/1993;Nam;Bùi Ngõ/Quận 7/TP.HCM;worker
0001029208;26/07/1977;Nữ;John Tổ/Quận 3/TP.HCM;worker
0001029218;08/01/1995;Nam;John Đường/Quận Bình Thạnh/TP.HCM;worker
0001029236;13/02/1996;Nữ;Vũ Làng/Quận 7/TP.HCM;worker
0001029334;27/12/1998;Nam;John Số/Quận 1/TP.HCM;worker
0001029362;22/07/1997;Nữ;Jane Khu/Quận 3/TP.HCM;worker
0001029466;28/01/1998;Nữ;Lê Tổ/Quận 3/TP.HCM;worker
0001029469;28/09/1999;Nữ;John Đường/Quận Gò Vấp/TP.HCM;worker
0001029485;03/11/1992;Nữ;Jane Số/Quận 7/TP.HCM;worker
0001029492;17/07/2017;Nam;Jane Số/Quận 7/TP.HCM;teenager
0001029500;03/01/1994;Nam;Jane Tổ/Quận 3/TP.HCM;worker
0001029505;29/09/1997;Nữ;Jane Hẻm/Quận 3/TP.HCM;worker
0001029506;19/09/2000;Nam;Bùi Hẻm/Quận 1/TP.HCM;worker
0001029512;27/05/2000;Nữ;John Đường/Quận 1/TP.HCM;worker
0001029562;15/12/1993;Nữ;Hoàng Tổ/Quận Gò Vấp/TP.HCM;worker
0001029564;18/08/1996;Nữ;Trần Dãy/Quận 3/TP.HCM;worker
0001029570;21/08/2001;Nam;Jane Khu/Quận Bình Thạnh/TP.HCM;student
0001029629;07/06/2000;Nam;Dương Khu/Quận Bình Thạnh/TP.HCM;worker
0001029643;14/06/1997;Nữ;Phạm Đường/Quận Bình Thạnh/TP.HCM;worker
0001029656;28/11/1993;Nam;Jane Tổ/Quận Gò Vấp/TP.HCM;worker
0001029683;19/09/1987;Nữ;Dương Số/Quận 3/TP.HCM;worker
0001029699;22/09/1998;Nam;Hoàng Hẻm/Quận 1/TP.HCM;worker
0001029708;12/03/1996;Nữ;Trần Hẻm/Quận 7/TP.HCM;worker
0001029716;20/03/1996;Nữ;Hoàng Đường/Quận Gò Vấp/TP.HCM;worker
0001029744;07/03/2001;Nữ;Trần Số/Quận 7/TP.HCM;student
0001029757;20/03/1993;Nữ;Jane Tổ/Quận 3/TP.HCM;worker
0001029770;02/12/1994;Nữ;John Khu/Quận 1/TP.HCM;worker
0001029785;18/03/1999;Nam;Jane Đường/Quận Gò Vấp/TP.HCM;worker
